"Step","sac_newtire_05_alp01 - train_episode_reward","sac_newtire_05_alp01 - train_episode_reward__MIN","sac_newtire_05_alp01 - train_episode_reward__MAX"
"700440","4874.928600856104","4874.928600856104","4874.928600856104"
"720460","4864.944224069703","4864.944224069703","4864.944224069703"
"740480","4867.279558193179","4867.279558193179","4867.279558193179"
"760500","4877.712730448784","4877.712730448784","4877.712730448784"
"780500","4895.340148033902","4895.340148033902","4895.340148033902"
"800520","4864.574564500145","4864.574564500145","4864.574564500145"
"820540","4874.0460728090275","4874.0460728090275","4874.0460728090275"
"840560","4866.880040421776","4866.880040421776","4866.880040421776"
"860560","4883.899459011793","4883.899459011793","4883.899459011793"
"880560","4857.102445890386","4857.102445890386","4857.102445890386"
"900580","4861.4808850337695","4861.4808850337695","4861.4808850337695"
"920600","4845.108794751186","4845.108794751186","4845.108794751186"
"940600","4879.123855694212","4879.123855694212","4879.123855694212"
"960620","4884.939797241038","4884.939797241038","4884.939797241038"
"980640","4864.626930185982","4864.626930185982","4864.626930185982"
"1000660","4855.367709750112","4855.367709750112","4855.367709750112"
"1020660","4887.5447094678575","4887.5447094678575","4887.5447094678575"
"1040680","4882.092187464975","4882.092187464975","4882.092187464975"
"1060700","4877.851263311635","4877.851263311635","4877.851263311635"
"1080700","4918.63925925386","4918.63925925386","4918.63925925386"
"1100720","4906.84921142143","4906.84921142143","4906.84921142143"
"1120740","4911.402286743724","4911.402286743724","4911.402286743724"
"1140760","4900.2270139940265","4900.2270139940265","4900.2270139940265"
"1160780","4889.777749595224","4889.777749595224","4889.777749595224"
"1180800","4884.191881162369","4884.191881162369","4884.191881162369"
"1200800","4903.100026842739","4903.100026842739","4903.100026842739"
"1220820","4934.3540251484455","4934.3540251484455","4934.3540251484455"
"1240840","4877.681408829486","4877.681408829486","4877.681408829486"
"1260860","4898.302576076994","4898.302576076994","4898.302576076994"
"1280860","4761.3786384394525","4761.3786384394525","4761.3786384394525"
"1300860","4932.031355183159","4932.031355183159","4932.031355183159"
"1320860","4937.419572211594","4937.419572211594","4937.419572211594"
"1340880","4896.322273998074","4896.322273998074","4896.322273998074"
"1360880","4903.147975235538","4903.147975235538","4903.147975235538"
"1380900","4932.773095173736","4932.773095173736","4932.773095173736"
"1400920","4913.503251535934","4913.503251535934","4913.503251535934"
"1420920","4942.459727126514","4942.459727126514","4942.459727126514"
"1440920","4935.354063738065","4935.354063738065","4935.354063738065"
"1460940","4938.212912594196","4938.212912594196","4938.212912594196"
"1480960","4963.077133956592","4963.077133956592","4963.077133956592"
"1500960","4921.976782040609","4921.976782040609","4921.976782040609"
"1520960","4923.72420242364","4923.72420242364","4923.72420242364"
"1540980","4934.879935658205","4934.879935658205","4934.879935658205"
"1561000","4952.633775302105","4952.633775302105","4952.633775302105"
"1581020","4941.095778244815","4941.095778244815","4941.095778244815"
"1601020","4856.62157705677","4856.62157705677","4856.62157705677"
"1621020","4959.189831328002","4959.189831328002","4959.189831328002"
"1641040","4920.343416105419","4920.343416105419","4920.343416105419"
"1661060","4956.007881209867","4956.007881209867","4956.007881209867"
"1681080","4979.014276959291","4979.014276959291","4979.014276959291"
"1701080","4921.585502005133","4921.585502005133","4921.585502005133"
"1721100","4965.412258238703","4965.412258238703","4965.412258238703"
"1741100","4967.6112315285245","4967.6112315285245","4967.6112315285245"
"1761120","4949.88655371405","4949.88655371405","4949.88655371405"
"1781120","5005.289603519833","5005.289603519833","5005.289603519833"
"1801140","4963.9433196485115","4963.9433196485115","4963.9433196485115"
"1821140","4975.279413334606","4975.279413334606","4975.279413334606"
"1841160","4995.34752674773","4995.34752674773","4995.34752674773"
"1861160","4956.587275700915","4956.587275700915","4956.587275700915"
"1881180","4986.386086191977","4986.386086191977","4986.386086191977"
"1901200","4958.919277361527","4958.919277361527","4958.919277361527"
"1921220","5004.840791467063","5004.840791467063","5004.840791467063"
"1941240","4974.105667994791","4974.105667994791","4974.105667994791"
"1961260","4963.775562208071","4963.775562208071","4963.775562208071"
"1981280","5002.587339372562","5002.587339372562","5002.587339372562"
"2001300","5013.451223989818","5013.451223989818","5013.451223989818"
"2021320","4998.888326869742","4998.888326869742","4998.888326869742"
"2041320","5020.93021109922","5020.93021109922","5020.93021109922"
"2061340","5000.053108942612","5000.053108942612","5000.053108942612"
"2081340","5008.195213275982","5008.195213275982","5008.195213275982"
"2101360","4980.9941784423745","4980.9941784423745","4980.9941784423745"
"2121360","5006.573310809942","5006.573310809942","5006.573310809942"
"2141380","5041.768007028433","5041.768007028433","5041.768007028433"
"2161400","5009.474583411838","5009.474583411838","5009.474583411838"
"2181420","5023.7746278869945","5023.7746278869945","5023.7746278869945"
"2201420","5001.578955564091","5001.578955564091","5001.578955564091"
"2221440","5017.447901880111","5017.447901880111","5017.447901880111"
"2241440","5026.804486452668","5026.804486452668","5026.804486452668"
"2261440","5051.317917922959","5051.317917922959","5051.317917922959"
"2281440","5029.769449339712","5029.769449339712","5029.769449339712"
"2301460","5018.442448158049","5018.442448158049","5018.442448158049"
"2321480","5022.580237791294","5022.580237791294","5022.580237791294"
"2341500","5025.051331289297","5025.051331289297","5025.051331289297"
"2361500","5032.674059810476","5032.674059810476","5032.674059810476"
"2381520","5036.191552861457","5036.191552861457","5036.191552861457"
"2401540","5057.019666894075","5057.019666894075","5057.019666894075"
"2421560","5021.979013055737","5021.979013055737","5021.979013055737"
"2441560","5011.535491374149","5011.535491374149","5011.535491374149"
"2461560","5012.695781256328","5012.695781256328","5012.695781256328"
"2481560","5018.276481781808","5018.276481781808","5018.276481781808"
"2501560","5066.349870443857","5066.349870443857","5066.349870443857"
"2521560","5037.30822869301","5037.30822869301","5037.30822869301"
"2541560","5044.493451887703","5044.493451887703","5044.493451887703"
"2561580","5046.641966532193","5046.641966532193","5046.641966532193"
"2581600","5039.052156195006","5039.052156195006","5039.052156195006"
"2601620","5042.139773614104","5042.139773614104","5042.139773614104"
"2621620","5025.777413713465","5025.777413713465","5025.777413713465"
"2641640","5042.748584353004","5042.748584353004","5042.748584353004"
"2661660","5032.140918624913","5032.140918624913","5032.140918624913"
"2681680","5045.082218085555","5045.082218085555","5045.082218085555"
"2701680","5056.023231647372","5056.023231647372","5056.023231647372"
"2721700","5035.533986563962","5035.533986563962","5035.533986563962"
"2741720","5026.145551212189","5026.145551212189","5026.145551212189"
"2761740","5055.662171342379","5055.662171342379","5055.662171342379"
"2781760","5060.192679925421","5060.192679925421","5060.192679925421"
"2801780","5041.029492011652","5041.029492011652","5041.029492011652"
"2821800","5087.868854964454","5087.868854964454","5087.868854964454"
"2841820","5065.959939685207","5065.959939685207","5065.959939685207"
"2861840","5065.658451224798","5065.658451224798","5065.658451224798"
"2881840","5067.0907762555025","5067.0907762555025","5067.0907762555025"
"2901860","5042.2038195058685","5042.2038195058685","5042.2038195058685"
"2921880","5052.14794479567","5052.14794479567","5052.14794479567"
"2941900","5069.6656808867165","5069.6656808867165","5069.6656808867165"
"2961900","5070.9544603610775","5070.9544603610775","5070.9544603610775"
"2981920","5060.691783221113","5060.691783221113","5060.691783221113"
"3001920","5064.678657061855","5064.678657061855","5064.678657061855"
"3021940","5044.308440165537","5044.308440165537","5044.308440165537"
"3041940","5076.5040754953625","5076.5040754953625","5076.5040754953625"
"3061960","5073.41105410213","5073.41105410213","5073.41105410213"
"3081980","5048.250904088046","5048.250904088046","5048.250904088046"
"3102000","5055.347117355615","5055.347117355615","5055.347117355615"
"3122000","5057.725069548902","5057.725069548902","5057.725069548902"
"3142020","5026.602974863847","5026.602974863847","5026.602974863847"
"3162040","5043.433198604472","5043.433198604472","5043.433198604472"
"3182060","5086.073738778722","5086.073738778722","5086.073738778722"
"3202060","5060.141909639232","5060.141909639232","5060.141909639232"
"3222080","5053.651352339625","5053.651352339625","5053.651352339625"
"3242080","5043.1211728956205","5043.1211728956205","5043.1211728956205"
"3262080","5071.069689976135","5071.069689976135","5071.069689976135"
"3282100","5065.6501085101745","5065.6501085101745","5065.6501085101745"
"3302100","5063.931871979679","5063.931871979679","5063.931871979679"
"3322120","5061.31267470911","5061.31267470911","5061.31267470911"
"3342140","5088.058680334379","5088.058680334379","5088.058680334379"
"3362160","5065.300913244856","5065.300913244856","5065.300913244856"
"3382160","5050.4993988613805","5050.4993988613805","5050.4993988613805"
"3402180","5074.258453592588","5074.258453592588","5074.258453592588"
"3422200","5049.176956391129","5049.176956391129","5049.176956391129"
"3442220","5047.624547280526","5047.624547280526","5047.624547280526"
"3462180","5070.235398288422","5070.235398288422","5070.235398288422"
"3482200","5075.86051436394","5075.86051436394","5075.86051436394"
"3502220","5051.229114489589","5051.229114489589","5051.229114489589"
"3522220","5087.9161074646","5087.9161074646","5087.9161074646"
"3542220","5082.4590664665075","5082.4590664665075","5082.4590664665075"
"3562240","5032.026383556904","5032.026383556904","5032.026383556904"
"3582140","5069.029877305958","5069.029877305958","5069.029877305958"
"3602160","5080.205294641475","5080.205294641475","5080.205294641475"
"3622180","5083.765245254567","5083.765245254567","5083.765245254567"
"3642200","5046.378973975826","5046.378973975826","5046.378973975826"
"3662220","5067.734464546092","5067.734464546092","5067.734464546092"
"3682240","5106.584178322852","5106.584178322852","5106.584178322852"
"3702260","5076.375178917817","5076.375178917817","5076.375178917817"
"3722260","5067.617230184837","5067.617230184837","5067.617230184837"
"3742280","5078.159665256127","5078.159665256127","5078.159665256127"
"3762300","5084.155717866589","5084.155717866589","5084.155717866589"
"3782320","5079.410010605513","5079.410010605513","5079.410010605513"
"3802320","5043.440558428939","5043.440558428939","5043.440558428939"
"3822220","5085.295582369454","5085.295582369454","5085.295582369454"
"3842240","5082.412334375716","5082.412334375716","5082.412334375716"
"3862260","5079.433186392404","5079.433186392404","5079.433186392404"
"3882260","5052.280879652235","5052.280879652235","5052.280879652235"
"3902260","5104.870373364278","5104.870373364278","5104.870373364278"
"3922280","5057.793280088375","5057.793280088375","5057.793280088375"
"3942260","5062.057829973271","5062.057829973271","5062.057829973271"
"3962260","5089.196517495983","5089.196517495983","5089.196517495983"
"3982280","5067.698315101307","5067.698315101307","5067.698315101307"
"4002240","5063.79519102715","5063.79519102715","5063.79519102715"
"4022240","5082.16029043405","5082.16029043405","5082.16029043405"
"4042180","5099.036010032702","5099.036010032702","5099.036010032702"
"4062200","5103.381673781132","5103.381673781132","5103.381673781132"
"4082220","5080.364150115502","5080.364150115502","5080.364150115502"
"4102240","5033.935582462004","5033.935582462004","5033.935582462004"
"4122140","5067.4114172783175","5067.4114172783175","5067.4114172783175"
"4142160","5113.97220318766","5113.97220318766","5113.97220318766"
"4162180","5096.429325474547","5096.429325474547","5096.429325474547"
"4182200","5108.951210102134","5108.951210102134","5108.951210102134"
"4202200","5091.626071796369","5091.626071796369","5091.626071796369"
"4222200","5069.005356515658","5069.005356515658","5069.005356515658"
"4242220","5070.536782779807","5070.536782779807","5070.536782779807"
"4262240","5075.895395352837","5075.895395352837","5075.895395352837"
"4282240","5072.274592731607","5072.274592731607","5072.274592731607"
"4302240","5067.803853858384","5067.803853858384","5067.803853858384"
"4322200","5111.8041786187205","5111.8041786187205","5111.8041786187205"
"4342220","5107.689437934773","5107.689437934773","5107.689437934773"
"4362200","5063.738843746229","5063.738843746229","5063.738843746229"
"4382200","5111.730581463649","5111.730581463649","5111.730581463649"
"4402220","5076.1044172943","5076.1044172943","5076.1044172943"
"4422240","5087.846748962798","5087.846748962798","5087.846748962798"
"4442220","5124.54657604206","5124.54657604206","5124.54657604206"
"4462220","5116.390291163799","5116.390291163799","5116.390291163799"
"4482240","5064.58911382363","5064.58911382363","5064.58911382363"
"4502260","5114.523212693978","5114.523212693978","5114.523212693978"
"4522280","5108.605742607187","5108.605742607187","5108.605742607187"
"4542300","5118.301252933654","5118.301252933654","5118.301252933654"
"4562320","5106.085247955773","5106.085247955773","5106.085247955773"
"4582340","5107.767687473916","5107.767687473916","5107.767687473916"
"4602360","5096.614769080225","5096.614769080225","5096.614769080225"
"4622380","5107.400824708144","5107.400824708144","5107.400824708144"
"4642380","5104.297506979074","5104.297506979074","5104.297506979074"
"4662400","5116.532287079364","5116.532287079364","5116.532287079364"
"4682400","5111.101453813007","5111.101453813007","5111.101453813007"
"4702420","5097.363839629722","5097.363839629722","5097.363839629722"
"4722420","5101.536587656197","5101.536587656197","5101.536587656197"
"4742440","5150.413195318083","5150.413195318083","5150.413195318083"
"4762460","5077.832206904718","5077.832206904718","5077.832206904718"
"4782480","5114.1669390732895","5114.1669390732895","5114.1669390732895"
"4802480","5075.601573756719","5075.601573756719","5075.601573756719"
"4822380","5105.798705169595","5105.798705169595","5105.798705169595"
"4842380","5100.535411201722","5100.535411201722","5100.535411201722"
"4862400","5087.567326087533","5087.567326087533","5087.567326087533"
"4882380","5108.474557256541","5108.474557256541","5108.474557256541"
"4902400","5111.44317384437","5111.44317384437","5111.44317384437"
"4922420","5133.175585145987","5133.175585145987","5133.175585145987"
"4942440","5106.629461181494","5106.629461181494","5106.629461181494"
"4962440","5087.0164257230335","5087.0164257230335","5087.0164257230335"
"4982400","5100.370096576217","5100.370096576217","5100.370096576217"
"5002420","5133.708532368652","5133.708532368652","5133.708532368652"
"5022440","5126.179032595005","5126.179032595005","5126.179032595005"
"5042460","5101.357952434349","5101.357952434349","5101.357952434349"
"5082440","5135.3327866151985","5135.3327866151985","5135.3327866151985"
"5102460","5128.210367231439","5128.210367231439","5128.210367231439"
"5122460","5157.261134819504","5157.261134819504","5157.261134819504"
"5142480","5100.025336258899","5100.025336258899","5100.025336258899"
"5162500","5138.988128155981","5138.988128155981","5138.988128155981"
"5182520","5156.638919086379","5156.638919086379","5156.638919086379"
"5202540","5115.745850796208","5115.745850796208","5115.745850796208"
"5222560","5120.55795139443","5120.55795139443","5120.55795139443"
"5242580","5119.571814690672","5119.571814690672","5119.571814690672"
"5262600","5130.249784348676","5130.249784348676","5130.249784348676"
"5282620","5146.769008559642","5146.769008559642","5146.769008559642"
"5302640","5109.675497651298","5109.675497651298","5109.675497651298"
"5322660","5134.827577860873","5134.827577860873","5134.827577860873"
"5342680","5100.783411200655","5100.783411200655","5100.783411200655"
"5362700","5144.436526163943","5144.436526163943","5144.436526163943"
"5382720","5129.879238820063","5129.879238820063","5129.879238820063"
"5402720","5096.431230923932","5096.431230923932","5096.431230923932"
"5422660","5119.137144642558","5119.137144642558","5119.137144642558"
"5442680","5128.839962380643","5128.839962380643","5128.839962380643"
"5462700","5141.935145158399","5141.935145158399","5141.935145158399"
"5482720","5153.9079708924955","5153.9079708924955","5153.9079708924955"
"5502740","5123.776721490161","5123.776721490161","5123.776721490161"
"5522740","5147.234325753108","5147.234325753108","5147.234325753108"
"5542700","5123.8827087388","5123.8827087388","5123.8827087388"
"5562720","5148.334492293515","5148.334492293515","5148.334492293515"
"5582740","5168.692412065321","5168.692412065321","5168.692412065321"
"5602760","5123.053501376456","5123.053501376456","5123.053501376456"
